Order,Family,genus,species,Species,Diploid number,Fundamental number,Sex chromosome,Ploidy,Max Bs,Microchromosomes,Notes,Original listing,Citation
Anura,Hylidae,Pseudis,platensis,Pseudis platensis,24,48,,,,,,Pseudis paradoxa platensis,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119.?"
Anura,Hylidae,Pseudis,tocantins,Pseudis tocantins,24,48,ZW,,,,,,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119.?"
Anura,Hylidae,Ptychohyla,erythromma,Ptychohyla erythromma,24,,,,,,,Hyla erythromma,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Ptychohyla,legleri,Ptychohyla legleri,24,,,,,,,Hyla legleri,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Ptychohyla,leonhardschultzei,Ptychohyla leonhardschultzei,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scarthyla,goinorum,Scarthyla goinorum,22,,,,,,,,"Suarez, P., Cardozo, D., Baldo, D., Pereyra, M. O., Faivovich, J., Orrico, V. G. D., ... and Haddad, C. F. B. (2013). Chromosome evolution in Dendropsophini (Amphibia, Anura, Hylinae).?Cytogenetic and genome research,?141(4), 295-308."
Anura,Hylidae,Scinax,acuminatus,Scinax acuminatus,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,albicans,Scinax albicans,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,alter,Scinax alter,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,arduous,Scinax arduous,24,48,,,,,,,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Anura,Hylidae,Scinax,argyreornatus,Scinax argyreornatus,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,ariadne,Scinax ariadne,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,aromothyella,Scinax aromothyella,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,auratus,Scinax auratus,24,48,,,,,,,"Nogueira, L., Paim, F., Diniz, D., Sole, M., Affonso, P., Siqueira, S. and Sampaio, I., 2015. Cytogenetic analysis of Scinax auratus and Scinax eurydice (Anura, Hylidae) with emphasis on cytotaxonomy. Comparative cytogenetics, 9(2), p.227."
Anura,Hylidae,Scinax,berthae,Scinax berthae,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,boesemani,Scinax boesemani,24,48,,,,,,,"Nogueira, L., Zanoni, J.B., Sol?, M., Affonso, P.R.A.D.M., Siqueira, S. and Sampaio, I., 2015. Cytogenetic studies in six species of Scinax (Anura, Hylidae) clade Scinax ruber from northern and northeastern Brazil.?Genetics and molecular biology,?38(2), pp.156-161."
Anura,Hylidae,Scinax,boulengeri,Scinax boulengeri,24,,,,,,,Ololygon boulengeri,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,camposseabrai,Scinax camposseabrai,24,48,,,,,,,"Nogueira, L., Zanoni, J.B., Sol?, M., Affonso, P.R.A.D.M., Siqueira, S. and Sampaio, I., 2015. Cytogenetic studies in six species of Scinax (Anura, Hylidae) clade Scinax ruber from northern and northeastern Brazil.?Genetics and molecular biology,?38(2), pp.156-161."
Anura,Hylidae,Scinax,canastrensis,Scinax canastrensis,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,cosenzai,Scinax cosenzai,24,48,,,,,,,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Anura,Hylidae,Scinax,curicica,Scinax curicica,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,duartei,Scinax duartei,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,elaeochroa,Scinax elaeochroa,24,48,,,,,,Ololygon elaeochroa,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,eurydice,Scinax eurydice,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,funereus,Scinax funereus,24,,,,,,,Ololygon funerea,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,fuscomarginatus,Scinax fuscomarginatus,24,,,,,,,Hyla fuscomarginata,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,fuscomarginatus,Scinax fuscomarginatus,24,,,,,,,Ololygon fuscomarginata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,fuscovarius,Scinax fuscovarius,24,,,,,,,Hyla trachythorax,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,fuscovarius,Scinax fuscovarius,24,,,,,,,Ololygon trachythorax,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,fuscovarius,Scinax fuscovarius,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,fuscovarius,Scinax fuscovarius,24,48,,,,,,Ololygon fuscovaria,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,garbei,Scinax garbei,24,,,,,,,Ololygon garbei,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,garbei,Scinax garbei,24,48,,,,,,,"Nogueira, L., Zanoni, J.B., Sol?, M., Affonso, P.R.A.D.M., Siqueira, S. and Sampaio, I., 2015. Cytogenetic studies in six species of Scinax (Anura, Hylidae) clade Scinax ruber from northern and northeastern Brazil.?Genetics and molecular biology,?38(2), pp.156-161."
Anura,Hylidae,Scinax,granulatus,Scinax granulatus,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,hayii,Scinax hayii,24,,,,,,,Hyla hayii,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,hayii,Scinax hayii,24,,,,,,,Ololygon hayi,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,hayii,Scinax hayii,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,hiemalis,Scinax hiemalis,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,littoralis,Scinax littoralis,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,longilineus,Scinax longilineus,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,nasicus,Scinax nasicus,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,obtriangulatus,Scinax obtriangulatus,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,pachycrus,Scinax pachycrus,24,48,,,,,,,"Nogueira, L., Zanoni, J.B., Sol?, M., Affonso, P.R.A.D.M., Siqueira, S. and Sampaio, I., 2015. Cytogenetic studies in six species of Scinax (Anura, Hylidae) clade Scinax ruber from northern and northeastern Brazil.?Genetics and molecular biology,?38(2), pp.156-161."
Anura,Hylidae,Scinax,perereca,Scinax perereca,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,perpusillus,Scinax perpusillus,24,,,,,,,Ololygon perpusilla,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,perpusillus,Scinax perpusillus,24,48,,,,,,Hyla perpusilla,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,rizibilis,Scinax rizibilis,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,rostratus,Scinax rostratus,24,,,,,,,Ololygon rostrata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,rostratus,Scinax rostratus,24,48,,,,,,Hyla rostrata,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,ruber,Scinax ruber,24,,,,,,,Ololygon rubra,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,ruber,Scinax ruber,24,48,,,,,,Hyla rubra,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,similis,Scinax similis,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,sp,Scinax sp,24,48,,,,,,,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Anura,Hylidae,Scinax,squalirostris,Scinax squalirostris,24,,,,,,,Hyla squalirostris,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,squalirostris,Scinax squalirostris,24,,,,,,,Ololygon squalirostris,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Scinax,squalirostris,Scinax squalirostris,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,staufferi,Scinax staufferi,24,48,,,,,,Ololygon staufferi,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Scinax,trapicheiroi,Scinax trapicheiroi,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,trilineatus,Scinax trilineatus,24,48,,,,,,,"Nogueira, L., Zanoni, J.B., Sol?, M., Affonso, P.R.A.D.M., Siqueira, S. and Sampaio, I., 2015. Cytogenetic studies in six species of Scinax (Anura, Hylidae) clade Scinax ruber from northern and northeastern Brazil.?Genetics and molecular biology,?38(2), pp.156-161."
Anura,Hylidae,Scinax,uruguayus,Scinax uruguayus,24,48,,,,,,,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Anura,Hylidae,Scinax,v-signatus,Scinax v-signatus,24,48,,,,,,,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Anura,Hylidae,Scinax,x-signatus,Scinax x-signatus,24,48,,,,,,,"Nogueira, L., Zanoni, J.B., Sol?, M., Affonso, P.R.A.D.M., Siqueira, S. and Sampaio, I., 2015. Cytogenetic studies in six species of Scinax (Anura, Hylidae) clade Scinax ruber from northern and northeastern Brazil.?Genetics and molecular biology,?38(2), pp.156-161."
Anura,Hylidae,Smilisca,baudinii,Smilisca baudinii,24,48,,,,,,,"Hern?ndez-Guzm?n, J., Arias-Rodriguez, L. and Rimber Indy, J., 2011. Los cromosomas mei?ticos de la rana arbor?cola Smilisca baudinii (Anura: Hylidae).?Revista de Biolog?a Tropical,?59(1), pp.355-362."
Anura,Hylidae,Smilisca,cyanosticta,Smilisca cyanosticta,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Smilisca,fodiens,Smilisca fodiens,24,48,,,,,,Pternohyla fodiens,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Smilisca,phaeota,Smilisca phaeota,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Smilisca,puma,Smilisca puma,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Smilisca,sila,Smilisca sila,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Smilisca,sordida,Smilisca sordida,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Sphaenorhynchus,caramaschii,Sphaenorhynchus caramaschii,24,,,,,,,,"Suarez, P., Cardozo, D., Baldo, D., Pereyra, M. O., Faivovich, J., Orrico, V. G. D., ... and Haddad, C. F. B. (2013). Chromosome evolution in Dendropsophini (Amphibia, Anura, Hylinae).?Cytogenetic and genome research,?141(4), 295-308."
