Order,Family,genus,species,Species,Diploid number,Fundamental number,Sex chromosome,Ploidy,Max Bs,Microchromosomes,Notes,Original listing,Citation
Anura,Hylidae,Litoria,adelaidensis,Litoria adelaidensis,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,amboinensis,Litoria amboinensis,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,angiana,Litoria angiana,30,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,angiana,Litoria angiana,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,arfakiana,Litoria arfakiana,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,aurea,Litoria aurea,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,becki,Litoria becki,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,bicolor,Litoria bicolor,26,52,,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Hylidae,Litoria,booroolongensis,Litoria booroolongensis,26,,,,,,,,"Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species.?Australian Journal of Zoology,?52(1), pp.1-28."
Anura,Hylidae,Litoria,caerulea,Litoria caerulea,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,chloris,Litoria chloris,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,citropa,Litoria citropa,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,congenita,Litoria congenita,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,contrastens,Litoria contrastens,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,cooloolensis,Litoria cooloolensis,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,coplandi,Litoria coplandi,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,dahlii,Litoria dahlii,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,darlingtoni,Litoria darlingtoni,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,daymani,Litoria daymani,26,,,,,,,Nyctimystes daymani,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,dentata,Litoria dentata,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,eucnemis,Litoria eucnemis,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,ewingii,Litoria ewingii,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,fallax,Litoria fallax,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,freycineti,Litoria freycineti,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,genimaculata,Litoria genimaculata,26,52,,,,,,,"Kakampuy, W., Supaprom, T., Steinlein, C. and Schmid, M., 2013. Chromosome banding of two Litoria species (Anura, Hylidae).?Warasan Songkhla Nakharin (Chabap Witthayasat Lae Technology)."
Anura,Hylidae,Litoria,gracilenta,Litoria gracilenta,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,impura,Litoria impura,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,inermis,Litoria inermis,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,infrafrenata,Litoria infrafrenata,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,jervisiensis,Litoria jervisiensis,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,jungguy,Litoria jungguy,26,,,,,,,,"Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species.?Australian Journal of Zoology,?52(1), pp.1-28."
Anura,Hylidae,Litoria,latopalmata,Litoria latopalmata,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,lesueurii,Litoria lesueurii,26,52,,,,,,,"Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species.?Australian Journal of Zoology,?52(1), pp.1-28."
Anura,Hylidae,Litoria,meiriana,Litoria meiriana,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,microbelos,Litoria microbelos,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,modica,Litoria modica,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,montana,Litoria montana,26,,,,,,,Nyctimystes montana,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,moorei,Litoria moorei,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,nannotis,Litoria nannotis,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,nasuta,Litoria nasuta,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,nigrofrenata,Litoria nigrofrenata,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,nigropunctata,Litoria nigropunctata,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,nyakalensis,Litoria nyakalensis,26,52,,,,,,,"Kakampuy, W., Supaprom, T., Steinlein, C. and Schmid, M., 2013. Chromosome banding of two Litoria species (Anura, Hylidae).?Warasan Songkhla Nakharin (Chabap Witthayasat Lae Technology)."
Anura,Hylidae,Litoria,olongburensis,Litoria olongburensis,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,pearsoniana,Litoria pearsoniana,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,peronii,Litoria peronii,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,phyllochroa,Litoria phyllochroa,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,pygmaea,Litoria pygmaea,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,raniformis,Litoria raniformis,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,rheocola,Litoria rheocola,26,52,,,,,,Litoria rheocolus,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,rothii,Litoria rothii,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,rubella,Litoria rubella,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,subglandulosa,Litoria subglandulosa,26,52,,,,,,Litoria glandulosa,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,thesaurensis,Litoria thesaurensis,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,timida,Litoria timida,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,tornieri,Litoria tornieri,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,vocivincens,Litoria vocivincens,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Litoria,watjulumensis,Litoria watjulumensis,26,52,,,,,,Litoria wotjulumensis,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Litoria,wilcoxii,Litoria wilcoxii,26,,,,,,,,"Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species.?Australian Journal of Zoology,?52(1), pp.1-28."
Anura,Hylidae,Litoria,wollastoni,Litoria wollastoni,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Lysapsus,boliviana,Lysapsus boliviana,24,,,,,,,Lysapsus limellus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Nyctimystes,cheesmani,Nyctimystes cheesmani,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Nyctimystes,dayi,Nyctimystes dayi,26,52,,,,,,Nyctimystes hosmeri,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Nyctimystes,foricula,Nyctimystes foricula,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Nyctimystes,humeralis,Nyctimystes humeralis,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Nyctimystes,kubori,Nyctimystes kubori,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Nyctimystes,papua,Nyctimystes papua,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Nyctimystes,pulcher,Nyctimystes pulcher,26,,,,,,,Nyctimystes pulchra,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Nyctimystes,semipalmatus,Nyctimystes semipalmatus,26,,,,,,,Nyctimystes semipalmata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Ololygon,belloni,Ololygon belloni,24,48,,,,,,Scinax belloni,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Anura,Hylidae,Ololygon,brieni,Ololygon brieni,24,48,,,,,,Hyla brieni,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Ololygon,caissara,Ololygon caissara,24,48,,,,,,Scinax caissara,"Lourenco, A.C.C., Zina, J., Catroli, G.F., Kasahara, S., Faivovich, J. and Haddad, C.F., 2016. A new species of the Scinax catharinae group (Anura: Hylidae) from southeastern Brazil. Zootaxa, 4154(4), pp.415-435."
Anura,Hylidae,Ololygon,catharinae,Ololygon catharinae,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Ololygon,catharinae brieni,Ololygon catharinae brieni,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Ololygon,sp,Ololygon sp,24,48,,,,,,Hyla catharinae,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Ololygon,tripui,Ololygon tripui,24,48,,,,,,,"Peixoto, M.A.A., Oliveira, M.P., Feio, R.N. and Dergam, J.A., 2016. Karyological study of Ololygon tripui (Louren?o, Nascimento and Pires, 2009),(Anura, Hylidae) with comments on chromosomal traits among populations. Comparative cytogenetics, 10(4), p.505."
Anura,Hylidae,Osteocephalus,oophagus,Osteocephalus oophagus,24,,,,,,,,"Rodrigues, M.M., 2015. Analise citogenetica de especies dos generos Osteocephalus e Trachycephalus (Anura, Hylidae)."
Anura,Hylidae,Osteopilus,brunneus,Osteopilus brunneus,34,48,,,,,,Hyla brunnea,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Osteopilus,ocellatus,Osteopilus ocellatus,34,,,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,24,,,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Hylidae,Osteopilus,sp,Osteopilus sp,24,48,,,,,,Hyla septentrionalis,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Pachymedusa,dacnicolor,Pachymedusa dacnicolor,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Phyllodytes,edelmoi,Phyllodytes edelmoi,22,44,,,,,,,"Gruber, S.L., Haddad, C.F.B. and Kasahara, S., 2012. Karyotype analysis of seven species of the tribe Lophiohylini (Hylinae, Hylidae, Anura), with conventional and molecular cytogenetic techniques. Comparative cytogenetics, 6(4), p.409."
Anura,Hylidae,Phyllodytes,luteolus,Phyllodytes luteolus,22,44,,,,,,,"Gruber, S.L., Haddad, C.F.B. and Kasahara, S., 2012. Karyotype analysis of seven species of the tribe Lophiohylini (Hylinae, Hylidae, Anura), with conventional and molecular cytogenetic techniques. Comparative cytogenetics, 6(4), p.409."
Anura,Hylidae,Phyllomedusa,bahiana,Phyllomedusa bahiana,26,,,,,,,Phyllomedusa bahania,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Phyllomedusa,boliviana,Phyllomedusa boliviana,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Phyllomedusa,burmeisteri,Phyllomedusa burmeisteri,52,104,,4,,,bisexual reproduction,,"Bogart, J. P. (1980). Evolutionary implications of polyploidy in amphibians and reptiles. In Polyploidy (pp. 341-378). Springer, Boston, MA."
Anura,Hylidae,Phyllomedusa,burmeisteri,Phyllomedusa burmeisteri,26,52,,2,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Phyllomedusa,camba,Phyllomedusa camba,26,52,,,,,,,"Paiva, C.R., Nascimento, J., Silva, A.P.Z., Bernarde, P.S. and Ananias, F., 2010. Karyotypes and Ag_NORs in Phyllomedusa camba De La Riva, and P. rhodei Mertens, 1926 (Anura, Hylidae, Phyllomedusinae): cytotaxonomic considerations. Italian Journal of Zoology, 77(1), pp.116-121."
Anura,Hylidae,Phyllomedusa,distincta,Phyllomedusa distincta,26,52,,,,,,,"Gruber, S.L., Silva, A.P.Z., Haddad, C.F.B. and Kasahara, S., 2013. Cytogenetic analysis of Phyllomedusa distincta Lutz, 1950 (2n= 2x= 26), P. tetraploidea Pombal and Haddad, 1992 (2n= 4x= 52), and their natural triploid hybrids (2n= 3x= 39)(Anura, Hylidae, Phyllomedusinae). BMC genetics, 14(1), p.75."
Anura,Hylidae,Phyllomedusa,hypochondrialis,Phyllomedusa hypochondrialis,26,,,,,,,Phyllomedusa hypocondrialis,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Phyllomedusa,nordestina,Phyllomedusa nordestina,26,,,,,,,,"Bruschi, D.P., Busin, C.S., Siqueira, S. and Recco_Pimentel, S.M., 2012. Cytogenetic analysis of two species in the Phyllomedusa hypochondrialis group (Anura, Hylidae). Hereditas, 149(1), pp.34-40."
Anura,Hylidae,Phyllomedusa,palliata,Phyllomedusa palliata,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Phyllomedusa,rohdei,Phyllomedusa rohdei,26,52,,,,,,,"Barth, A., Sole, M. and Costa, M.A., 2009. Chromosome polymorphism in Phyllomedusa rohdei populations (Anura: Hylidae). Journal of Herpetology, 43(4), pp.676-679."
Anura,Hylidae,Phyllomedusa,sauvagii,Phyllomedusa sauvagii,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Phyllomedusa,tarsius,Phyllomedusa tarsius,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Phyllomedusa,tetraploidea,Phyllomedusa tetraploidea,52,,,4,,,,,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Hylidae,Phyllomedusa,venusta,Phyllomedusa venusta,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Plectrohyla,arborescandens,Plectrohyla arborescandens,24,,,,,,,Hyla arborescandens,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Plectrohyla,bistincta,Plectrohyla bistincta,24,,,,,,,Hyla bistincta,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Plectrohyla,hazelae,Plectrohyla hazelae,24,,,,,,,Hyla hazelae,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Plectrohyla,ixil,Plectrohyla ixil,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Plectrohyla,pentheter,Plectrohyla pentheter,24,,,,,,,Hyla pentheter,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Plectrohyla,robertsorum,Plectrohyla robertsorum,24,,,,,,,Hyla robertsorum,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Plectrohyla,sagorum,Plectrohyla sagorum,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudacris,brachyphona,Pseudacris brachyphona,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Pseudacris,brimleyi,Pseudacris brimleyi,26,,,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Hylidae,Pseudacris,brimleyi,Pseudacris brimleyi,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Pseudacris,cadaverina,Pseudacris cadaverina,24,48,,,,,,Hyla cadaverina,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudacris,clarkii,Pseudacris clarkii,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Pseudacris,crucifer,Pseudacris crucifer,24,48,,,,,,Hyla crucifer,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudacris,nigrita,Pseudacris nigrita,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Pseudacris,ornata,Pseudacris ornata,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Pseudacris,regilla,Pseudacris regilla,24,,,,,,,Hyla regilla,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudacris,streckeri,Pseudacris streckeri,24,48,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudacris,triseriata,Pseudacris triseriata,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Pseudacris,triseriata feriarum,Pseudacris triseriata feriarum,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudacris,triseriata kalmi,Pseudacris triseriata kalmi,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudacris,triseriata triseriata,Pseudacris triseriata triseriata,24,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudis,aff minuta,Pseudis aff minuta,28,48,,,,,,,"Busin, C.S., Vinciprova, G. and Recco-Pimentel, S.M., 2000. Chromosomal rearrangements as the source of variation in the number of chromosomes in Pseudis (Amphibia, Anura). Genetica, 110(2), pp.131-141."
Anura,Hylidae,Pseudis,bolbodactyla,Pseudis bolbodactyla,24,48,,,,,,,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119.?"
Anura,Hylidae,Pseudis,fusca,Pseudis fusca,24,48,,,,,,,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119.?"
Anura,Hylidae,Pseudis,laevis,Pseudis laevis,24,,,,,,,Lysapsus laevis,"Suarez, P., Cardozo, D., Baldo, D., Pereyra, M. O., Faivovich, J., Orrico, V. G. D., ... and Haddad, C. F. B. (2013). Chromosome evolution in Dendropsophini (Amphibia, Anura, Hylinae).?Cytogenetic and genome research,?141(4), 295-308."
Anura,Hylidae,Pseudis,minuta,Pseudis minuta,24,,,,,,,Lysapsus mantidactylus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Pseudis,minuta,Pseudis minuta,24,48,,,,,,,"Busin, C.S., Vinciprova, G. and Recco-Pimentel, S.M., 2000. Chromosomal rearrangements as the source of variation in the number of chromosomes in Pseudis (Amphibia, Anura). Genetica, 110(2), pp.131-141."
Anura,Hylidae,Pseudis,paradoxa,Pseudis paradoxa,24,48,,,,,,,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119.?"
